CustomerID,OrderMonth,PreviousOrderMonth
17025,2011-10,2010-12
17026,2011-06,2010-12
17033,2011-05,2010-12
17041,2011-08,2010-12
17044,2011-11,2010-12
17044,2011-12,2011-11
17050,2011-03,2011-02
17050,2011-04,2011-03
17054,2011-05,2011-04
17058,2011-05,2011-04
17059,2011-03,2010-12
17063,2011-03,2011-02
17063,2011-07,2011-06
17063,2011-11,2011-10
17063,2011-12,2011-11
17069,2011-04,2010-12
17071,2011-03,2011-02
17071,2011-04,2011-03
17071,2011-07,2011-06
17071,2011-10,2011-09
17071,2011-11,2011-10
17071,2011-12,2011-11
17076,2011-03,2010-12
17086,2011-11,2011-10
17086,2011-12,2011-11
17092,2011-09,2011-08
17092,2011-10,2011-09
17095,2011-02,2011-01
17096,2011-11,2011-10
17097,2011-01,2010-12
17097,2011-12,2011-11
17101,2011-11,2011-10
17114,2011-02,2011-01
17114,2011-05,2011-04
17114,2011-06,2011-05
17114,2011-07,2011-06
17114,2011-12,2011-11
17139,2011-03,2011-02
17139,2011-06,2011-05
17139,2011-09,2011-08
17139,2011-10,2011-09
17139,2011-11,2011-10
17159,2011-10,2011-09
17159,2011-11,2011-10
17160,2011-08,2011-07
17162,2011-03,2011-02
17162,2011-04,2011-03
17162,2011-07,2011-06
17164,2011-10,2011-09
17164,2011-11,2011-10
17175,2011-07,2011-06
17179,2011-04,2010-12
17181,2011-10,2010-12
17183,2011-11,2011-10
17183,2011-12,2011-11
17188,2011-01,2010-12
17188,2011-02,2011-01
17189,2011-08,2010-12
17191,2011-03,2010-12
17194,2011-03,2010-12
17198,2011-11,2010-12
17211,2011-03,2010-12
17211,2011-04,2011-03
17211,2011-11,2011-10
17220,2011-01,2010-12
17220,2011-08,2011-07
17220,2011-09,2011-08
17220,2011-10,2011-09
17220,2011-11,2011-10
17221,2011-12,2011-11
17223,2011-02,2010-12
17227,2011-03,2010-12
17227,2011-10,2011-09
17227,2011-11,2011-10
17228,2011-02,2010-12
17228,2011-10,2011-09
17228,2011-11,2011-10
17232,2011-12,2011-11
17235,2011-11,2010-12
17236,2011-01,2010-12
17236,2011-02,2011-01
17238,2011-01,2010-12
17238,2011-06,2011-05
17238,2011-07,2011-06
17238,2011-10,2011-09
17238,2011-11,2011-10
17238,2011-12,2011-11
17239,2011-01,2010-12
17254,2011-12,2011-11
17259,2011-07,2010-12
17265,2011-07,2011-06
17268,2011-08,2011-07
17287,2011-04,2010-12
17287,2011-05,2011-04
17288,2011-01,2010-12
17288,2011-02,2011-01
17288,2011-05,2011-04
17290,2011-12,2011-11
17293,2011-02,2010-12
17293,2011-08,2011-07
17293,2011-09,2011-08
17293,2011-10,2011-09
17293,2011-11,2011-10
17293,2011-12,2011-11
17314,2011-02,2011-01
17314,2011-03,2011-02
17314,2011-07,2011-06
17314,2011-11,2011-10
17317,2011-10,2011-09
17320,2011-04,2010-12
17330,2011-11,2011-10
17338,2011-01,2010-12
17338,2011-02,2011-01
17338,2011-05,2011-04
17338,2011-08,2011-07
17339,2011-09,2010-12
17341,2011-07,2010-12
17346,2011-02,2010-12
17346,2011-05,2011-04
17346,2011-06,2011-05
17346,2011-11,2011-10
17346,2011-12,2011-11
17353,2011-08,2011-07
17364,2011-02,2011-01
17364,2011-03,2011-02
17364,2011-12,2011-11
17365,2011-06,2011-05
17365,2011-10,2011-09
17365,2011-11,2011-10
17375,2011-01,2010-12
17375,2011-06,2011-05
17377,2011-02,2010-12
17377,2011-03,2011-02
17377,2011-09,2011-08
17377,2011-10,2011-09
17377,2011-11,2011-10
17386,2011-09,2011-08
17389,2011-02,2011-01
17389,2011-03,2011-02
17389,2011-04,2011-03
17389,2011-05,2011-04
17389,2011-06,2011-05
17389,2011-07,2011-06
17389,2011-08,2011-07
17389,2011-09,2011-08
17389,2011-12,2011-11
17400,2011-03,2010-12
17402,2011-01,2010-12
17402,2011-09,2011-08
17402,2011-10,2011-09
17402,2011-11,2011-10
17402,2011-12,2011-11
17404,2011-01,2010-12
17404,2011-08,2011-07
17404,2011-09,2011-08
17404,2011-10,2011-09
17404,2011-11,2011-10
17404,2011-12,2011-11
17410,2011-10,2011-09
17410,2011-11,2011-10
17422,2011-06,2011-05
17422,2011-07,2011-06
17430,2011-11,2010-12
17434,2011-10,2011-09
17434,2011-11,2011-10
17434,2011-12,2011-11
17438,2011-04,2011-03
17444,2011-07,2011-06
17450,2011-01,2010-12
17450,2011-02,2011-01
17450,2011-03,2011-02
17450,2011-04,2011-03
17450,2011-05,2011-04
17450,2011-06,2011-05
17450,2011-07,2011-06
17450,2011-08,2011-07
17450,2011-09,2011-08
17450,2011-10,2011-09
17450,2011-11,2011-10
17450,2011-12,2011-11
17451,2011-09,2011-08
17451,2011-10,2011-09
17451,2011-11,2011-10
17451,2011-12,2011-11
17453,2011-11,2011-10
17457,2011-02,2011-01
17457,2011-05,2011-04
17460,2011-01,2010-12
17460,2011-04,2011-03
17463,2011-11,2011-10
17481,2011-10,2011-09
17481,2011-11,2011-10
17481,2011-12,2011-11
17491,2011-01,2010-12
17491,2011-07,2011-06
17491,2011-12,2011-11
17504,2011-02,2011-01
17504,2011-03,2011-02
17507,2011-03,2011-02
17511,2011-01,2010-12
17511,2011-02,2011-01
17511,2011-03,2011-02
17511,2011-04,2011-03
17511,2011-05,2011-04
17511,2011-06,2011-05
17511,2011-07,2011-06
17511,2011-08,2011-07
17511,2011-09,2011-08
17511,2011-10,2011-09
17511,2011-11,2011-10
17511,2011-12,2011-11
17522,2011-06,2011-05
17522,2011-07,2011-06
17526,2011-02,2010-12
17526,2011-03,2011-02
17528,2011-10,2011-09
17528,2011-11,2011-10
17528,2011-12,2011-11
17550,2011-05,2011-04
17552,2011-09,2010-12
17552,2011-10,2011-09
17564,2011-10,2011-09
17564,2011-11,2011-10
17572,2011-04,2010-12
17576,2011-01,2010-12
17576,2011-02,2011-01
17576,2011-03,2011-02
17576,2011-04,2011-03
17576,2011-05,2011-04
17576,2011-06,2011-05
17576,2011-07,2011-06
17576,2011-08,2011-07
17576,2011-09,2011-08
17576,2011-10,2011-09
17576,2011-11,2011-10
17576,2011-12,2011-11
17578,2011-06,2011-05
17584,2011-12,2011-11
17591,2011-01,2010-12
17591,2011-02,2011-01
17591,2011-03,2011-02
17591,2011-09,2011-08
17593,2011-06,2010-12
17593,2011-07,2011-06
17611,2011-01,2010-12
17611,2011-04,2011-03
17611,2011-05,2011-04
17611,2011-06,2011-05
17611,2011-07,2011-06
17611,2011-08,2011-07
17611,2011-09,2011-08
17611,2011-10,2011-09
17611,2011-11,2011-10
17611,2011-12,2011-11
17613,2011-03,2011-02
17613,2011-04,2011-03
17613,2011-05,2011-04
17613,2011-06,2011-05
17613,2011-09,2011-08
17613,2011-10,2011-09
17613,2011-11,2011-10
17618,2011-04,2010-12
17636,2011-12,2011-11
17644,2011-04,2011-03
17644,2011-05,2011-04
17644,2011-06,2011-05
17644,2011-07,2011-06
17644,2011-08,2011-07
17644,2011-09,2011-08
17644,2011-10,2011-09
17644,2011-11,2011-10
17644,2011-12,2011-11
17652,2011-04,2011-03
17652,2011-07,2011-06
17652,2011-08,2011-07
17652,2011-09,2011-08
17652,2011-10,2011-09
17652,2011-11,2011-10
17655,2011-02,2010-12
17655,2011-11,2011-10
17663,2011-05,2011-04
17671,2011-05,2010-12
17672,2011-03,2011-02
17674,2011-09,2010-12
17676,2011-08,2010-12
17679,2011-10,2011-09
17686,2011-09,2011-08
17690,2011-01,2010-12
17690,2011-04,2011-03
17690,2011-05,2011-04
17690,2011-06,2011-05
17690,2011-11,2011-10
17692,2011-02,2010-12
17692,2011-05,2011-04
17696,2011-01,2010-12
17696,2011-07,2011-06
17696,2011-08,2011-07
17696,2011-09,2011-08
17702,2011-05,2010-12
17702,2011-06,2011-05
17702,2011-09,2011-08
17703,2011-08,2011-07
17706,2011-02,2010-12
17706,2011-07,2011-06
17706,2011-08,2011-07
17719,2011-04,2011-03
17719,2011-05,2011-04
17719,2011-06,2011-05
17719,2011-07,2011-06
17719,2011-08,2011-07
17719,2011-09,2011-08
17722,2011-01,2010-12
17724,2011-10,2011-09
17730,2011-02,2011-01
17730,2011-03,2011-02
17730,2011-04,2011-03
17730,2011-09,2011-08
17730,2011-10,2011-09
17730,2011-11,2011-10
17730,2011-12,2011-11
17731,2011-09,2011-08
17735,2011-01,2010-12
17735,2011-02,2011-01
17735,2011-03,2011-02
17735,2011-04,2011-03
17735,2011-05,2011-04
17735,2011-06,2011-05
17735,2011-07,2011-06
17735,2011-08,2011-07
17735,2011-09,2011-08
17735,2011-10,2011-09
17735,2011-11,2011-10
17735,2011-12,2011-11
17736,2011-11,2011-10
17737,2011-11,2011-10
17744,2011-01,2010-12
17744,2011-12,2011-11
17750,2011-07,2011-06
17750,2011-08,2011-07
17750,2011-09,2011-08
17750,2011-10,2011-09
17750,2011-11,2011-10
17750,2011-12,2011-11
17754,2011-11,2011-10
17754,2011-12,2011-11
17757,2011-01,2010-12
17757,2011-02,2011-01
17757,2011-03,2011-02
17757,2011-04,2011-03
17757,2011-05,2011-04
17757,2011-06,2011-05
17757,2011-07,2011-06
17757,2011-08,2011-07
17757,2011-09,2011-08
17757,2011-10,2011-09
17757,2011-11,2011-10
17757,2011-12,2011-11
17758,2011-05,2011-04
17758,2011-10,2011-09
17758,2011-11,2011-10
17769,2011-07,2011-06
17769,2011-11,2011-10
17777,2011-11,2011-10
17787,2011-01,2010-12
17787,2011-02,2011-01
17790,2011-02,2010-12
17790,2011-05,2011-04
17790,2011-08,2011-07
17790,2011-11,2011-10
17796,2011-01,2010-12
17799,2011-01,2010-12
17799,2011-04,2011-03
17800,2011-08,2011-07
17800,2011-09,2011-08
17800,2011-10,2011-09
17800,2011-11,2011-10
17802,2011-06,2010-12
17809,2011-02,2010-12
17809,2011-05,2011-04
17809,2011-06,2011-05
17809,2011-07,2011-06
17809,2011-08,2011-07
17809,2011-11,2011-10
17811,2011-02,2011-01
17811,2011-03,2011-02
17811,2011-04,2011-03
17811,2011-05,2011-04
17811,2011-06,2011-05
17811,2011-07,2011-06
17811,2011-08,2011-07
17811,2011-09,2011-08
17811,2011-10,2011-09
17811,2011-11,2011-10
17811,2011-12,2011-11
17819,2011-02,2010-12
17819,2011-05,2011-04
17819,2011-06,2011-05
17820,2011-06,2010-12
17827,2011-04,2010-12
17830,2011-03,2011-02
17835,2011-12,2011-11
17841,2011-01,2010-12
17841,2011-02,2011-01
17841,2011-03,2011-02
17841,2011-04,2011-03
17841,2011-05,2011-04
17841,2011-06,2011-05
17841,2011-07,2011-06
17841,2011-08,2011-07
17841,2011-09,2011-08
17841,2011-10,2011-09
17841,2011-11,2011-10
17841,2011-12,2011-11
17849,2011-02,2011-01
17849,2011-03,2011-02
17857,2011-02,2010-12
17857,2011-03,2011-02
17857,2011-04,2011-03
17857,2011-05,2011-04
17857,2011-06,2011-05
17857,2011-09,2011-08
17857,2011-10,2011-09
17857,2011-11,2011-10
17857,2011-12,2011-11
17861,2011-12,2011-11
17870,2011-07,2010-12
17870,2011-08,2011-07
17870,2011-09,2011-08
17870,2011-10,2011-09
17870,2011-11,2011-10
17870,2011-12,2011-11
17873,2011-03,2010-12
17873,2011-04,2011-03
17883,2011-12,2011-11
17884,2011-02,2010-12
17886,2011-05,2011-04
17890,2011-01,2010-12
17897,2011-06,2010-12
17905,2011-07,2010-12
17913,2011-10,2010-12
17917,2011-03,2010-12
17921,2011-07,2011-06
17924,2011-02,2010-12
17924,2011-11,2011-10
17924,2011-12,2011-11
17930,2011-10,2011-09
17930,2011-11,2011-10
17932,2011-06,2011-05
17946,2011-04,2011-03
17951,2011-10,2010-12
17961,2011-01,2010-12
17961,2011-02,2011-01
17961,2011-03,2011-02
17961,2011-04,2011-03
17961,2011-05,2011-04
17961,2011-06,2011-05
17961,2011-07,2011-06
17961,2011-08,2011-07
17961,2011-09,2011-08
17965,2011-01,2010-12
17965,2011-04,2011-03
17965,2011-07,2011-06
17965,2011-10,2011-09
17965,2011-11,2011-10
17990,2011-04,2010-12
18008,2011-04,2011-03
18008,2011-05,2011-04
18035,2011-11,2011-10
18043,2011-05,2010-12
18055,2011-02,2010-12
18055,2011-09,2011-08
18055,2011-10,2011-09
18059,2011-11,2011-10
18061,2011-01,2010-12
18061,2011-02,2011-01
18061,2011-05,2011-04
18061,2011-06,2011-05
18061,2011-07,2011-06
18061,2011-08,2011-07
18061,2011-11,2011-10
18065,2011-02,2010-12
18065,2011-06,2011-05
18077,2011-01,2010-12
18077,2011-11,2011-10
18077,2011-12,2011-11
18085,2011-01,2010-12
18094,2011-05,2011-04
18097,2011-01,2010-12
18108,2011-04,2011-03
18125,2011-02,2011-01
18130,2011-11,2011-10
18130,2011-12,2011-11
18144,2011-01,2010-12
18144,2011-04,2011-03
18144,2011-05,2011-04
18144,2011-08,2011-07
18144,2011-09,2011-08
18144,2011-12,2011-11
18161,2011-11,2011-10
18177,2011-04,2011-03
18177,2011-05,2011-04
18178,2011-02,2010-12
18178,2011-05,2011-04
18179,2011-04,2011-03
18179,2011-11,2011-10
18180,2011-10,2011-09
18193,2011-06,2010-12
18193,2011-07,2011-06
18211,2011-10,2011-09
18211,2011-11,2011-10
18219,2011-02,2010-12
18219,2011-05,2011-04
18219,2011-06,2011-05
18219,2011-07,2011-06
18219,2011-11,2011-10
18219,2011-12,2011-11
18221,2011-06,2011-05
18221,2011-11,2011-10
18223,2011-01,2010-12
18223,2011-02,2011-01
18223,2011-03,2011-02
18223,2011-06,2011-05
18223,2011-07,2011-06
18223,2011-10,2011-09
18223,2011-11,2011-10
18223,2011-12,2011-11
18226,2011-04,2011-03
18226,2011-05,2011-04
18226,2011-06,2011-05
18226,2011-07,2011-06
18226,2011-08,2011-07
18226,2011-09,2011-08
18226,2011-10,2011-09
18226,2011-11,2011-10
18228,2011-10,2011-09
18232,2011-06,2011-05
18232,2011-07,2011-06
18235,2011-09,2011-08
18236,2011-07,2011-06
18236,2011-08,2011-07
18236,2011-09,2011-08
18241,2011-06,2011-05
18241,2011-07,2011-06
18241,2011-08,2011-07
18241,2011-09,2011-08
18241,2011-10,2011-09
18241,2011-11,2011-10
18257,2011-03,2011-02
18257,2011-06,2011-05
18260,2011-01,2010-12
18260,2011-04,2011-03
18260,2011-05,2011-04
18260,2011-06,2011-05
18272,2011-05,2011-04
18272,2011-08,2011-07
18276,2011-11,2011-10
18283,2011-02,2011-01
18283,2011-05,2011-04
18283,2011-06,2011-05
18283,2011-07,2011-06
18283,2011-10,2011-09
18283,2011-11,2011-10
18283,2011-12,2011-11
Unknown,2011-01,2010-12
Unknown,2011-02,2011-01
Unknown,2011-03,2011-02
Unknown,2011-04,2011-03
Unknown,2011-05,2011-04
Unknown,2011-06,2011-05
Unknown,2011-07,2011-06
Unknown,2011-08,2011-07
Unknown,2011-09,2011-08
Unknown,2011-10,2011-09
Unknown,2011-11,2011-10
Unknown,2011-12,2011-11
12348,2011-01,2010-12
12352,2011-03,2011-02
12359,2011-02,2011-01
12370,2011-03,2010-12
12375,2011-12,2011-11
12377,2011-01,2010-12
12381,2011-11,2011-10
12381,2011-12,2011-11
12383,2011-01,2010-12
12383,2011-04,2011-03
12388,2011-02,2011-01
12388,2011-03,2011-02
12412,2011-07,2011-06
12414,2011-05,2011-04
12415,2011-02,2011-01
12415,2011-03,2011-02
12415,2011-04,2011-03
12415,2011-05,2011-04
12415,2011-06,2011-05
12415,2011-07,2011-06
12415,2011-08,2011-07
12415,2011-09,2011-08
12415,2011-10,2011-09
12415,2011-11,2011-10
12417,2011-01,2010-12
12417,2011-04,2011-03
12417,2011-11,2011-10
12417,2011-12,2011-11
12427,2011-10,2010-12
12427,2011-11,2011-10
12428,2011-04,2011-03
12428,2011-08,2011-07
12434,2011-03,2010-12
12434,2011-04,2011-03
12451,2011-11,2011-10
12455,2011-07,2011-06
12455,2011-08,2011-07
12455,2011-09,2011-08
12465,2011-12,2011-11
12468,2011-07,2011-06
12473,2011-11,2011-10
12476,2011-01,2010-12
12476,2011-02,2011-01
12476,2011-05,2011-04
12476,2011-08,2011-07
12476,2011-09,2011-08
12476,2011-10,2011-09
12476,2011-11,2011-10
12476,2011-12,2011-11
12481,2011-01,2010-12
12481,2011-04,2011-03
12481,2011-05,2011-04
12481,2011-06,2011-05
12481,2011-11,2011-10
12483,2011-05,2011-04
12483,2011-06,2011-05
12483,2011-10,2011-09
12483,2011-11,2011-10
12488,2011-10,2011-09
12488,2011-11,2011-10
12490,2011-06,2011-05
12490,2011-07,2011-06
12490,2011-08,2011-07
12490,2011-09,2011-08
12490,2011-12,2011-11
12517,2011-09,2011-08
12524,2011-02,2011-01
12524,2011-03,2011-02
12524,2011-06,2011-05
12524,2011-11,2011-10
12526,2011-10,2011-09
12528,2011-08,2011-07
12528,2011-11,2011-10
12540,2011-01,2010-12
12540,2011-02,2011-01
12540,2011-03,2011-02
12540,2011-06,2011-05
12540,2011-07,2011-06
12540,2011-08,2011-07
12540,2011-09,2011-08
12540,2011-10,2011-09
12540,2011-11,2011-10
12552,2011-11,2011-10
12553,2011-02,2011-01
12553,2011-03,2011-02
12553,2011-08,2011-07
12553,2011-11,2011-10
12553,2011-12,2011-11
12557,2011-01,2010-12
12562,2011-06,2011-05
12562,2011-09,2011-08
12562,2011-10,2011-09
12562,2011-11,2011-10
12562,2011-12,2011-11
12565,2011-03,2011-02
12567,2011-02,2010-12
12567,2011-06,2011-05
12567,2011-09,2011-08
12569,2011-05,2011-04
12569,2011-06,2011-05
12569,2011-07,2011-06
12569,2011-08,2011-07
12569,2011-09,2011-08
12569,2011-10,2011-09
12569,2011-11,2011-10
12569,2011-12,2011-11
12577,2011-11,2010-12
12583,2011-01,2010-12
12583,2011-02,2011-01
12583,2011-03,2011-02
12583,2011-06,2011-05
12583,2011-07,2011-06
12583,2011-08,2011-07
12583,2011-09,2011-08
12583,2011-10,2011-09
12583,2011-11,2011-10
12583,2011-12,2011-11
12590,2011-06,2011-05
12594,2011-02,2011-01
12594,2011-03,2011-02
12594,2011-04,2011-03
12594,2011-05,2011-04
12594,2011-06,2011-05
12594,2011-11,2011-10
12597,2011-11,2011-10
12598,2011-03,2011-02
12599,2011-06,2011-05
12599,2011-07,2011-06
12599,2011-08,2011-07
12601,2011-02,2011-01
12601,2011-03,2011-02
12601,2011-06,2011-05
12615,2011-12,2011-11
12621,2011-02,2010-12
12621,2011-03,2011-02
12621,2011-04,2011-03
12621,2011-05,2011-04
12621,2011-06,2011-05
12621,2011-07,2011-06
12621,2011-08,2011-07
12621,2011-09,2011-08
12621,2011-10,2011-09
12621,2011-11,2011-10
12621,2011-12,2011-11
12625,2011-02,2011-01
12626,2011-02,2011-01
12626,2011-07,2011-06
12626,2011-08,2011-07
12626,2011-11,2011-10
12628,2011-11,2011-10
12628,2011-12,2011-11
12630,2011-11,2011-10
12645,2011-09,2011-08
12662,2011-02,2010-12
12662,2011-03,2011-02
12662,2011-04,2011-03
12662,2011-07,2011-06
12662,2011-08,2011-07
12662,2011-11,2011-10
12662,2011-12,2011-11
12664,2011-10,2011-09
12664,2011-11,2011-10
12664,2011-12,2011-11
12670,2011-05,2011-04
12674,2011-06,2011-05
12676,2011-03,2011-02
12676,2011-09,2011-08
12678,2011-02,2010-12
12678,2011-03,2011-02
12678,2011-04,2011-03
12678,2011-07,2011-06
12678,2011-08,2011-07
12678,2011-09,2011-08
12678,2011-10,2011-09
12679,2011-10,2011-09
12681,2011-01,2010-12
12681,2011-04,2011-03
12681,2011-05,2011-04
12681,2011-06,2011-05
12681,2011-07,2011-06
12681,2011-10,2011-09
12681,2011-11,2011-10
12705,2011-04,2010-12
12705,2011-05,2011-04
12705,2011-06,2011-05
12705,2011-07,2011-06
12705,2011-10,2011-09
12705,2011-11,2011-10
12708,2011-01,2010-12
12708,2011-04,2011-03
12708,2011-05,2011-04
12708,2011-06,2011-05
12708,2011-09,2011-08
12708,2011-10,2011-09
12708,2011-11,2011-10
12709,2011-01,2010-12
12709,2011-02,2011-01
12709,2011-03,2011-02
12709,2011-04,2011-03
12709,2011-05,2011-04
12709,2011-06,2011-05
12709,2011-07,2011-06
12709,2011-08,2011-07
12709,2011-09,2011-08
12709,2011-10,2011-09
12709,2011-11,2011-10
12709,2011-12,2011-11
12720,2011-01,2010-12
12720,2011-02,2011-01
12720,2011-03,2011-02
12720,2011-04,2011-03
12720,2011-05,2011-04
12720,2011-06,2011-05
12720,2011-07,2011-06
12720,2011-08,2011-07
12720,2011-09,2011-08
12720,2011-10,2011-09
12720,2011-11,2011-10
12720,2011-12,2011-11
12726,2011-01,2010-12
12726,2011-06,2011-05
12727,2011-02,2011-01
12727,2011-03,2011-02
12728,2011-02,2011-01
12728,2011-03,2011-02
12731,2011-01,2010-12
12731,2011-04,2011-03
12731,2011-05,2011-04
12731,2011-06,2011-05
12731,2011-07,2011-06
12731,2011-10,2011-09
12731,2011-11,2011-10
12748,2011-01,2010-12
12748,2011-02,2011-01
12748,2011-03,2011-02
12748,2011-04,2011-03
12748,2011-05,2011-04
12748,2011-06,2011-05
12748,2011-07,2011-06
12748,2011-08,2011-07
12748,2011-09,2011-08
12748,2011-10,2011-09
12748,2011-11,2011-10
12748,2011-12,2011-11
12749,2011-12,2011-11
12755,2011-03,2010-12
12755,2011-04,2011-03
12757,2011-06,2011-05
12757,2011-07,2011-06
12757,2011-08,2011-07
12757,2011-11,2011-10
12779,2011-01,2010-12
12779,2011-02,2011-01
12779,2011-03,2011-02
12779,2011-04,2011-03
12779,2011-05,2011-04
12779,2011-06,2011-05
12781,2011-11,2011-10
12783,2011-10,2011-09
12783,2011-11,2011-10
12783,2011-12,2011-11
12794,2011-10,2011-09
12798,2011-11,2011-10
12820,2011-10,2011-09
12839,2011-02,2010-12
12839,2011-03,2011-02
12839,2011-06,2011-05
12839,2011-07,2011-06
12839,2011-08,2011-07
12839,2011-09,2011-08
12839,2011-10,2011-09
12839,2011-11,2011-10
12839,2011-12,2011-11
12845,2011-03,2011-02
12865,2011-08,2010-12
12867,2011-02,2010-12
12867,2011-03,2011-02
12867,2011-06,2011-05
12868,2011-01,2010-12
12868,2011-06,2011-05
12872,2011-01,2010-12
12877,2011-01,2010-12
12877,2011-02,2011-01
12877,2011-03,2011-02
12877,2011-04,2011-03
12877,2011-05,2011-04
12877,2011-06,2011-05
12877,2011-09,2011-08
12877,2011-12,2011-11
12878,2011-04,2011-03
12879,2011-10,2011-09
12891,2011-06,2011-05
12895,2011-10,2011-09
12901,2011-04,2011-03
12901,2011-05,2011-04
12901,2011-06,2011-05
12901,2011-07,2011-06
12901,2011-08,2011-07
12901,2011-09,2011-08
12901,2011-10,2011-09
12901,2011-11,2011-10
12901,2011-12,2011-11
12909,2011-06,2011-05
12909,2011-10,2011-09
12912,2011-11,2011-10
12912,2011-12,2011-11
12915,2011-07,2010-12
12921,2011-01,2010-12
12921,2011-02,2011-01
12921,2011-03,2011-02
12921,2011-06,2011-05
12921,2011-07,2011-06
12921,2011-08,2011-07
12921,2011-09,2011-08
12921,2011-10,2011-09
12921,2011-11,2011-10
12921,2011-12,2011-11
12928,2011-04,2010-12
12928,2011-11,2011-10
12930,2011-07,2011-06
12931,2011-02,2010-12
12931,2011-03,2011-02
12931,2011-04,2011-03
12931,2011-05,2011-04
12931,2011-11,2011-10
12939,2011-02,2011-01
12939,2011-03,2011-02
12939,2011-10,2011-09
12940,2011-10,2011-09
12942,2011-05,2010-12
12950,2011-12,2011-11
12951,2011-02,2011-01
12951,2011-05,2011-04
12951,2011-06,2011-05
12952,2011-10,2011-09
12952,2011-11,2011-10
12952,2011-12,2011-11
12980,2011-01,2010-12
12980,2011-02,2011-01
12980,2011-03,2011-02
12980,2011-06,2011-05
12980,2011-07,2011-06
12985,2011-12,2011-11
12987,2011-06,2011-05
13003,2011-08,2011-07
13014,2011-06,2011-05
13014,2011-09,2011-08
13014,2011-12,2011-11
13015,2011-05,2011-04
13016,2011-09,2011-08
13032,2011-10,2011-09
13032,2011-11,2011-10
13035,2011-10,2011-09
13040,2011-12,2011-11
13047,2011-01,2010-12
13047,2011-02,2011-01
13047,2011-03,2011-02
13047,2011-06,2011-05
13047,2011-07,2011-06
13047,2011-08,2011-07
13047,2011-11,2011-10
13050,2011-01,2010-12
13050,2011-02,2011-01
13050,2011-03,2011-02
13050,2011-06,2011-05
13050,2011-07,2011-06
13050,2011-08,2011-07
13050,2011-11,2011-10
13055,2011-10,2011-09
13058,2011-11,2011-10
13077,2011-02,2010-12
13081,2011-01,2010-12
13081,2011-02,2011-01
13081,2011-03,2011-02
13081,2011-08,2011-07
13081,2011-12,2011-11
13082,2011-04,2011-03
13082,2011-07,2011-06
13082,2011-08,2011-07
13089,2011-01,2010-12
13089,2011-02,2011-01
13089,2011-03,2011-02
13089,2011-04,2011-03
13089,2011-05,2011-04
13089,2011-06,2011-05
13089,2011-07,2011-06
13089,2011-08,2011-07
13089,2011-09,2011-08
13089,2011-10,2011-09
13089,2011-11,2011-10
13089,2011-12,2011-11
13097,2011-01,2010-12
13097,2011-02,2011-01
13097,2011-03,2011-02
13097,2011-04,2011-03
13097,2011-07,2011-06
13097,2011-08,2011-07
13097,2011-09,2011-08
13102,2011-01,2010-12
13102,2011-02,2011-01
13102,2011-03,2011-02
13102,2011-04,2011-03
13102,2011-05,2011-04
13102,2011-06,2011-05
13102,2011-07,2011-06
13102,2011-10,2011-09
13102,2011-11,2011-10
13102,2011-12,2011-11
13117,2011-01,2010-12
13117,2011-04,2011-03
13117,2011-05,2011-04
13131,2011-10,2011-09
13131,2011-11,2011-10
13136,2011-05,2010-12
13136,2011-10,2011-09
13137,2011-08,2011-07
13137,2011-09,2011-08
13137,2011-10,2011-09
13137,2011-11,2011-10
13165,2011-10,2010-12
13173,2011-12,2010-12
13183,2011-08,2011-07
13183,2011-09,2011-08
13183,2011-12,2011-11
13186,2011-09,2011-08
13186,2011-10,2011-09
13198,2011-01,2010-12
13198,2011-08,2011-07
13198,2011-11,2011-10
13199,2011-01,2010-12
13199,2011-02,2011-01
13199,2011-03,2011-02
13199,2011-04,2011-03
13199,2011-05,2011-04
13199,2011-06,2011-05
13199,2011-07,2011-06
13199,2011-08,2011-07
13199,2011-09,2011-08
13199,2011-10,2011-09
13199,2011-11,2011-10
13199,2011-12,2011-11
13203,2011-11,2011-10
13209,2011-01,2010-12
13209,2011-05,2011-04
13209,2011-08,2011-07
13212,2011-11,2011-10
13217,2011-08,2011-07
13220,2011-05,2011-04
13220,2011-06,2011-05
13221,2011-04,2010-12
13225,2011-01,2010-12
13230,2011-01,2010-12
13230,2011-02,2011-01
13230,2011-03,2011-02
13230,2011-04,2011-03
13230,2011-05,2011-04
13230,2011-12,2011-11
13236,2011-09,2011-08
13263,2011-04,2011-03
13263,2011-05,2011-04
13263,2011-06,2011-05
13263,2011-07,2011-06
13263,2011-08,2011-07
13263,2011-09,2011-08
13263,2011-10,2011-09
13263,2011-11,2011-10
13263,2011-12,2011-11
13266,2011-03,2010-12
13266,2011-04,2011-03
13266,2011-05,2011-04
13266,2011-06,2011-05
13266,2011-07,2011-06
13266,2011-08,2011-07
13266,2011-09,2011-08
13266,2011-10,2011-09
13266,2011-11,2011-10
13267,2011-01,2010-12
13267,2011-04,2011-03
13267,2011-05,2011-04
13267,2011-06,2011-05
13267,2011-07,2011-06
13267,2011-08,2011-07
13267,2011-09,2011-08
13267,2011-12,2011-11
13268,2011-04,2011-03
13268,2011-05,2011-04
13268,2011-06,2011-05
13269,2011-04,2010-12
13269,2011-05,2011-04
13269,2011-06,2011-05
13269,2011-07,2011-06
13269,2011-08,2011-07
13269,2011-09,2011-08
13269,2011-10,2011-09
13269,2011-11,2011-10
13269,2011-12,2011-11
13297,2011-11,2011-10
13297,2011-12,2011-11
