InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalAmount
545635,22806,SET OF 6 T-LIGHTS WEDDING CAKE ,6,2011-03-04,2.95,13557,United Kingdom,17.7
546974,22381,TOY TIDY PINK POLKADOT,1,2011-03-18,4.96,Unknown,United Kingdom,4.96
546991,23230,WRAP ALPHABET DESIGN,25,2011-03-18,0.42,12748,United Kingdom,10.5
548191,85150,LADIES & GENTLEMEN METAL SIGN,1,2011-03-29,4.96,Unknown,United Kingdom,4.96
547042,85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,1,2011-03-20,4.13,Unknown,United Kingdom,4.13
547240,21397,BLUE POLKADOT EGG CUP ,6,2011-03-21,0.39,17585,United Kingdom,2.34
547686,21086,SET/6 RED SPOTTY PAPER CUPS,12,2011-03-24,0.65,15513,United Kingdom,7.800000000000001
547943,21357,,1,2011-03-28,0.0,Unknown,United Kingdom,0.0
548407,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,2011-03-31,1.65,16401,United Kingdom,19.8
547839,21644,ASSORTED TUTTI FRUTTI HEART BOX,12,2011-03-27,1.25,12916,United Kingdom,15.0
547338,22245,,-110,2011-03-22,0.0,Unknown,United Kingdom,0.0
548165,47566b,TEA TIME PARTY BUNTING,1,2011-03-29,8.29,Unknown,United Kingdom,8.29
546998,85099B,JUMBO BAG RED RETROSPOT,1,2011-03-18,1.95,16023,United Kingdom,1.95
545221,22749,FELTCRAFT PRINCESS CHARLOTTE DOLL,4,2011-03-01,3.75,14740,United Kingdom,15.0
545302,22283,6 EGG HOUSE PAINTED WOOD,1,2011-03-01,7.95,14506,United Kingdom,7.95
545310,22419,LIPSTICK PEN RED,6,2011-03-01,0.42,15456,United Kingdom,2.52
545312,21034,REX CASH+CARRY JUMBO SHOPPER,3,2011-03-01,0.95,15456,United Kingdom,2.85
545315,85099B,JUMBO BAG RED RETROSPOT,3,2011-03-01,4.13,Unknown,United Kingdom,12.39
545324,85123A,WHITE HANGING HEART T-LIGHT HOLDER,5,2011-03-01,2.95,13110,United Kingdom,14.75
545333,84712B,PINK JEWELLED PHOTO FRAME,1,2011-03-01,7.46,Unknown,United Kingdom,7.46
545333,84789,ENCHANTED BIRD PLANT CAGE,1,2011-03-01,7.46,Unknown,United Kingdom,7.46
545340,21181,PLEASE ONE PERSON METAL SIGN,12,2011-03-02,2.1,15416,United Kingdom,25.2
545464,21977,PACK OF 60 PINK PAISLEY CAKE CASES,1,2011-03-03,1.25,Unknown,United Kingdom,1.25
545464,37370,RETRO COFFEE MUGS ASSORTED,1,2011-03-03,15.79,Unknown,United Kingdom,15.79
545464,82494L,WOODEN FRAME ANTIQUE WHITE ,1,2011-03-03,7.46,Unknown,United Kingdom,7.46
545464,85186A,EASTER BUNNY GARLAND OF FLOWERS,10,2011-03-03,0.83,Unknown,United Kingdom,8.299999999999999
545475,21243,PINK  POLKADOT PLATE ,96,2011-03-03,1.45,12415,Australia,139.2
545477,82578,KITCHEN METAL SIGN,2,2011-03-03,0.55,14573,United Kingdom,1.1
545514,22992,REVOLVER WOODEN RULER ,10,2011-03-03,1.95,15053,United Kingdom,19.5
545514,21577,SAVE THE PLANET COTTON TOTE BAG,11,2011-03-03,2.25,15053,United Kingdom,24.75
545523,21181,PLEASE ONE PERSON METAL SIGN,1,2011-03-03,2.1,14524,United Kingdom,2.1
545524,48185,DOORMAT FAIRY CAKE,2,2011-03-03,7.95,17374,United Kingdom,15.9
545530,85099B,JUMBO BAG RED RETROSPOT,10,2011-03-03,1.95,17416,United Kingdom,19.5
545530,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-03-03,1.25,17416,United Kingdom,15.0
545568,21163,DO NOT TOUCH MY STUFF DOOR HANGER ,1,2011-03-03,3.29,Unknown,United Kingdom,3.29
545568,82580,BATHROOM METAL SIGN,2,2011-03-03,1.25,Unknown,United Kingdom,2.5
545574,22348,TEA BAG PLATE RED RETROSPOT,10,2011-03-03,0.85,13959,United Kingdom,8.5
545637,22489,PACK OF 12 TRADITIONAL CRAYONS,12,2011-03-04,0.42,15514,United Kingdom,5.04
545647,22132,RED LOVE HEART SHAPE CUP,24,2011-03-04,0.85,12547,Spain,20.4
545658,21094,SET/6 RED SPOTTY PAPER PLATES,7,2011-03-04,0.85,14670,United Kingdom,5.95
545658,16237,SLEEPING CAT ERASERS,1,2011-03-04,0.21,14670,United Kingdom,0.21
545658,20932,PINK POT PLANT CANDLE,1,2011-03-04,3.75,14670,United Kingdom,3.75
545664,21524,DOORMAT SPOTTY HOME SWEET HOME,2,2011-03-04,7.95,12584,Italy,15.9
C545677,21528,DAIRY MAID TRADITIONAL TEAPOT ,-2,2011-03-06,5.95,14543,United Kingdom,-11.9
545690,22907,PACK OF 20 NAPKINS PANTRY DESIGN,2,2011-03-06,0.85,13263,United Kingdom,1.7
545701,22691,DOORMAT WELCOME SUNRISE,10,2011-03-06,6.75,17107,United Kingdom,67.5
545713,21243,PINK  POLKADOT PLATE ,4,2011-03-07,3.29,Unknown,United Kingdom,13.16
545715,21931,JUMBO STORAGE BAG SUKI,7,2011-03-07,4.13,Unknown,United Kingdom,28.91
545830,47590A,BLUE HAPPY BIRTHDAY BUNTING,3,2011-03-07,5.45,17634,United Kingdom,16.35
545899,84593,CROCHET ROSE DES CLOTHES HANGER,2,2011-03-07,2.95,17817,United Kingdom,5.9
545915,22457,NATURAL SLATE HEART CHALKBOARD ,6,2011-03-08,2.95,17419,United Kingdom,17.7
546002,21155,RED RETROSPOT PEG BAG,1,2011-03-08,2.55,Unknown,United Kingdom,2.55
546003,22961,JAM MAKING SET PRINTED,6,2011-03-08,1.45,16712,United Kingdom,8.7
546003,22522,CHILDS GARDEN FORK BLUE ,3,2011-03-08,0.85,16712,United Kingdom,2.55
546005,23126,FELTCRAFT GIRL AMELIE KIT,4,2011-03-08,4.95,14426,United Kingdom,19.8
546031,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2011-03-09,1.25,13267,United Kingdom,15.0
546084,21844,RED RETROSPOT MUG,6,2011-03-09,2.95,14112,United Kingdom,17.7
546118,21519,GIN & TONIC DIET GREETING CARD ,12,2011-03-09,0.42,13078,United Kingdom,5.04
C546203,22915,ASSORTED BOTTLE TOP  MAGNETS ,-12,2011-03-10,0.42,16839,United Kingdom,-5.04
546215,22356,CHARLOTTE BAG PINK POLKADOT,3,2011-03-10,0.85,14713,United Kingdom,2.55
546239,22178,VICTORIAN GLASS HANGING T-LIGHT,6,2011-03-10,1.25,14064,United Kingdom,7.5
546250,22566,FELTCRAFT HAIRBAND PINK AND PURPLE,12,2011-03-10,0.85,14350,United Kingdom,10.2
546254,22456,NATURAL SLATE CHALKBOARD LARGE ,3,2011-03-10,4.95,14727,United Kingdom,14.85
546373,22556,PLASTERS IN TIN CIRCUS PARADE ,24,2011-03-11,1.65,12583,France,39.59999999999999
546378,21456,2 PICTURE BOOK EGGS EASTER CHICKS,12,2011-03-11,1.25,14329,United Kingdom,15.0
546385,22726,ALARM CLOCK BAKELIKE GREEN,4,2011-03-11,3.75,16652,United Kingdom,15.0
546389,48187,DOORMAT NEW ENGLAND,2,2011-03-11,7.95,16801,United Kingdom,15.9
546389,22842,BISCUIT TIN VINTAGE RED,2,2011-03-11,6.75,16801,United Kingdom,13.5
546406,21936,RED RETROSPOT PICNIC BAG,1,2011-03-11,5.79,Unknown,United Kingdom,5.79
546406,85203,HANGING WOOD AND FELT BUTTERFLY ,2,2011-03-11,0.79,Unknown,United Kingdom,1.58
546412,15056BL,EDWARDIAN PARASOL BLACK,2,2011-03-11,5.95,12748,United Kingdom,11.9
546418,84882,GREEN WIRE STANDING CANDLE HOLDER,1,2011-03-13,3.75,17315,United Kingdom,3.75
546422,22792,FLUTED ANTIQUE CANDLE HOLDER,6,2011-03-13,0.85,15547,United Kingdom,5.1
546428,21731,RED TOADSTOOL LED NIGHT LIGHT,24,2011-03-13,1.65,12681,France,39.59999999999999
546430,22243,5 HOOK HANGER RED MAGIC TOADSTOOL,5,2011-03-13,1.65,15918,United Kingdom,8.25
546430,22467,GUMBALL COAT RACK,2,2011-03-13,2.55,15918,United Kingdom,5.1
546443,21791,VINTAGE HEADS AND TAILS CARD GAME ,24,2011-03-14,1.25,12901,United Kingdom,30.0
546479,20726,LUNCH BAG WOODLAND,10,2011-03-14,1.65,12682,France,16.5
546528,21670,BLUE SPOT CERAMIC DRAWER KNOB,96,2011-03-14,1.06,15311,United Kingdom,101.76
546542,21454,PAINTED PINK RABBIT ,2,2011-03-14,0.85,13263,United Kingdom,1.7
546554,22259,FELT FARM ANIMAL HEN,12,2011-03-15,1.25,16037,United Kingdom,15.0
546580,82494L,WOODEN FRAME ANTIQUE WHITE ,12,2011-03-15,2.95,14911,EIRE,35.40000000000001
546642,22626,BLACK KITCHEN SCALES,4,2011-03-15,8.5,12779,Poland,34.0
C546647,22832,BROCANTE SHELF WITH HOOKS,-1,2011-03-15,10.75,17419,United Kingdom,-10.75
546656,85132c,CHARLIE AND LOLA FIGURES TINS,1,2011-03-15,8.29,Unknown,United Kingdom,8.29
546670,22859,EASTER TIN BUNNY BOUQUET,2,2011-03-15,1.65,13451,United Kingdom,3.3
546679,21818,GLITTER HEART DECORATION,3,2011-03-15,0.85,13121,United Kingdom,2.55
546753,21145,ANTIQUE GLASS PLACE SETTING,12,2011-03-16,1.25,16383,United Kingdom,15.0
546755,21232,STRAWBERRY CERAMIC TRINKET BOX,12,2011-03-16,1.25,12502,Spain,15.0
546774,21774,DECORATIVE CATS BATHROOM BOTTLE,3,2011-03-16,1.25,14505,United Kingdom,3.75
546832,21078,SET/20 STRAWBERRY PAPER NAPKINS ,96,2011-03-17,0.72,13216,United Kingdom,69.12
546843,22556,PLASTERS IN TIN CIRCUS PARADE ,12,2011-03-17,1.65,12472,Germany,19.8
546846,22647,CERAMIC LOVE HEART MONEY BANK,2,2011-03-17,1.45,13533,United Kingdom,2.9
546857,16161P,WRAP ENGLISH ROSE ,25,2011-03-17,0.42,12937,United Kingdom,10.5
546869,37448,CERAMIC CAKE DESIGN SPOTTED MUG,12,2011-03-17,1.49,12352,Norway,17.88
546884,21774,DECORATIVE CATS BATHROOM BOTTLE,1,2011-03-17,2.46,Unknown,United Kingdom,2.46
546891,85016,SET OF 6 VINTAGE NOTELETS KIT,1,2011-03-17,2.46,Unknown,United Kingdom,2.46
546896,22976,CIRCUS PARADE CHILDRENS EGG CUP ,1,2011-03-17,2.46,Unknown,United Kingdom,2.46
546896,23126,FELTCRAFT GIRL AMELIE KIT,1,2011-03-17,9.96,Unknown,United Kingdom,9.96
546896,84919,BLUE CUSHION COVER WITH FLOWER,1,2011-03-17,15.79,Unknown,United Kingdom,15.79
546917,21466,RED FLOWER CROCHET FOOD COVER,12,2011-03-18,3.75,14911,EIRE,45.0
546950,22977,DOLLY GIRL CHILDRENS EGG CUP,5,2011-03-18,1.25,16511,United Kingdom,6.25
546972,84029G,KNITTED UNION FLAG HOT WATER BOTTLE,6,2011-03-18,8.29,Unknown,United Kingdom,49.73999999999999
546990,22595,GINGHAM HEART DECORATION,12,2011-03-18,0.85,14315,United Kingdom,10.2
546993,22558,CLOTHES PEGS RETROSPOT PACK 24 ,2,2011-03-18,1.49,17921,United Kingdom,2.98
546995,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,1,2011-03-18,0.85,14041,United Kingdom,0.85
547002,22567,20 DOLLY PEGS RETROSPOT,12,2011-03-18,1.25,12878,United Kingdom,15.0
547042,21272,SALLE DE BAIN HOOK,1,2011-03-20,2.46,Unknown,United Kingdom,2.46
547047,48185,DOORMAT FAIRY CAKE,10,2011-03-20,6.75,14258,United Kingdom,67.5
547068,22139,RETROSPOT TEA SET CERAMIC 11 PC ,6,2011-03-20,4.95,13985,United Kingdom,29.7
547069,22662,LUNCH BAG DOLLY GIRL DESIGN,2,2011-03-20,1.65,16710,United Kingdom,3.3
547069,21982,PACK OF 12 SUKI TISSUES ,12,2011-03-20,0.29,16710,United Kingdom,3.48
547105,22487,WHITE WOOD GARDEN PLANT LADDER,4,2011-03-21,8.5,13854,United Kingdom,34.0
547114,48188,DOORMAT WELCOME PUPPIES,1,2011-03-21,7.95,14688,United Kingdom,7.95
547205,23008,DOLLY GIRL BABY GIFT SET,1,2011-03-21,16.95,16558,United Kingdom,16.95
547249,22229,BUNNY WOODEN PAINTED WITH FLOWER ,1,2011-03-22,1.63,Unknown,United Kingdom,1.63
547250,22595,GINGHAM HEART DECORATION,1,2011-03-22,1.63,Unknown,United Kingdom,1.63
547273,22147,FELTCRAFT BUTTERFLY HEARTS,3,2011-03-22,1.45,14530,United Kingdom,4.35
547382,21169,YOU'RE CONFUSING ME METAL SIGN ,2,2011-03-22,1.69,15457,United Kingdom,3.38
547386,21439,BASKET OF TOADSTOOLS,1,2011-03-22,2.46,Unknown,United Kingdom,2.46
547389,85039B,S/4 IVORY MINI ROSE CANDLE IN BOWL,2,2011-03-22,1.65,16721,United Kingdom,3.3
547417,22379,RECYCLING BAG RETROSPOT ,5,2011-03-23,2.1,13239,United Kingdom,10.5
547420,22261,FELT EGG COSY WHITE RABBIT ,12,2011-03-23,0.85,15449,United Kingdom,10.2
547494,20733,GOLD MINI TAPE MEASURE ,20,2011-03-23,0.85,18191,United Kingdom,17.0
547497,20998,ROSE DU SUD OVEN GLOVE,4,2011-03-23,2.95,14461,United Kingdom,11.8
547497,21001,ROSE DU SUD WASHBAG ,2,2011-03-23,5.95,14461,United Kingdom,11.9
547513,46000P,POLYESTER FILLER PAD 65CMx65CM,1,2011-03-23,4.25,17519,United Kingdom,4.25
547546,21232,STRAWBERRY CERAMIC TRINKET BOX,144,2011-03-23,1.06,13249,United Kingdom,152.64
547556,21328,BALLOONS  WRITING SET ,3,2011-03-23,1.65,17250,United Kingdom,4.949999999999999
547573,22084,PAPER CHAIN KIT EMPIRE,6,2011-03-24,2.95,12948,United Kingdom,17.7
547651,22248,DECORATION  PINK CHICK MAGIC GARDEN,1,2011-03-24,0.85,16904,United Kingdom,0.85
547663,22665,RECIPE BOX BLUE SKETCHBOOK DESIGN,4,2011-03-24,2.95,16022,United Kingdom,11.8
547690,22251,BIRDHOUSE DECORATION MAGIC GARDEN,12,2011-03-24,1.25,16063,United Kingdom,15.0
547772,21888,BINGO SET,3,2011-03-25,3.75,17979,United Kingdom,11.25
547788,47559B,TEA TIME OVEN GLOVE,1,2011-03-25,2.46,Unknown,United Kingdom,2.46
547803,22986,GINGHAM ROSE WRAP,25,2011-03-25,0.42,13662,United Kingdom,10.5
547805,21468,BUTTERFLY CROCHET FOOD COVER,6,2011-03-25,3.75,13327,United Kingdom,22.5
547862,21626,VINTAGE UNION JACK PENNANT,4,2011-03-27,1.95,12841,United Kingdom,7.8
547896,22961,JAM MAKING SET PRINTED,1,2011-03-28,1.45,17841,United Kingdom,1.45
C547913,POST,POSTAGE,-1,2011-03-28,13.39,Unknown,United Kingdom,-13.39
547918,22113,GREY HEART HOT WATER BOTTLE,4,2011-03-28,3.75,15249,United Kingdom,15.0
547918,35915B,BLUE KNITTED HEN ,6,2011-03-28,1.65,15249,United Kingdom,9.899999999999999
547918,22502,PICNIC BASKET WICKER SMALL,4,2011-03-28,5.95,15249,United Kingdom,23.8
547925,22520,CHILDS GARDEN TROWEL BLUE ,12,2011-03-28,0.85,12481,Germany,10.2
547937,22622,BOX OF VINTAGE ALPHABET BLOCKS,1,2011-03-28,9.95,15068,United Kingdom,9.95
547947,85099B,JUMBO BAG RED RETROSPOT,100,2011-03-28,1.65,15032,United Kingdom,165.0
547960,84988,SET OF 72 PINK HEART PAPER DOILIES,1,2011-03-28,1.45,15644,United Kingdom,1.45
547962,21896,POTTING SHED TWINE,6,2011-03-28,2.1,12957,United Kingdom,12.6
547964,21731,RED TOADSTOOL LED NIGHT LIGHT,1,2011-03-28,3.29,Unknown,United Kingdom,3.29
547964,22378,WALL TIDY RETROSPOT ,1,2011-03-28,4.13,Unknown,United Kingdom,4.13
547967,20712,JUMBO BAG WOODLAND ANIMALS,1,2011-03-28,4.13,Unknown,United Kingdom,4.13
547969,20674,GREEN POLKADOT BOWL,4,2011-03-28,1.25,17238,United Kingdom,5.0
548011,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,144,2011-03-29,1.85,14646,Netherlands,266.4
548011,84378,SET OF 3 HEART COOKIE CUTTERS,144,2011-03-29,1.06,14646,Netherlands,152.64
548157,22663,JUMBO BAG DOLLY GIRL DESIGN,60,2011-03-29,1.65,14298,United Kingdom,99.0
548162,22084,PAPER CHAIN KIT EMPIRE,2,2011-03-29,4.96,Unknown,United Kingdom,9.92
548176,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,2,2011-03-29,1.45,13439,United Kingdom,2.9
548191,22884,NUMBER TILE VINTAGE FONT 5,1,2011-03-29,4.13,Unknown,United Kingdom,4.13
548191,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,1,2011-03-29,5.79,Unknown,United Kingdom,5.79
548194,22492,MINI PAINT SET VINTAGE ,1,2011-03-29,1.63,Unknown,United Kingdom,1.63
548212,22467,GUMBALL COAT RACK,6,2011-03-30,2.55,12456,Switzerland,15.3
548215,47566,PARTY BUNTING,8,2011-03-30,4.95,15674,United Kingdom,39.6
548351,21363,HOME SMALL WOOD LETTERS,3,2011-03-30,4.95,13001,United Kingdom,14.85
548354,22303,COFFEE MUG APPLES DESIGN,36,2011-03-30,2.1,15981,United Kingdom,75.60000000000001
548373,22499,WOODEN UNION JACK BUNTING,1,2011-03-30,12.46,Unknown,United Kingdom,12.46
548397,21195,,-30,2011-03-30,0.0,Unknown,United Kingdom,0.0
548450,22030,SWALLOWS GREETING CARD,12,2011-03-31,0.42,15856,United Kingdom,5.04
548490,22961,JAM MAKING SET PRINTED,12,2011-03-31,1.45,12909,United Kingdom,17.4
548492,22726,ALARM CLOCK BAKELIKE GREEN,2,2011-03-31,3.75,17841,United Kingdom,7.5
548502,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,2011-03-31,6.63,Unknown,United Kingdom,6.63
548514,20712,JUMBO BAG WOODLAND ANIMALS,7,2011-03-31,4.13,Unknown,United Kingdom,28.91
548516,22740,POLKADOT PEN,2,2011-03-31,1.63,Unknown,United Kingdom,3.26
548522,22380,TOY TIDY SPACEBOY  ,1,2011-03-31,4.13,Unknown,United Kingdom,4.13
545232,22029,SPACEBOY BIRTHDAY CARD,12,2011-03-01,0.42,15676,United Kingdom,5.04
545304,22431,WATERING CAN BLUE ELEPHANT,6,2011-03-01,1.95,16212,United Kingdom,11.7
545314,21716,BOYS VINTAGE TIN SEASIDE BUCKET,8,2011-03-01,2.55,12866,Belgium,20.4
545333,22962,JAM JAR WITH PINK LID,2,2011-03-01,1.63,Unknown,United Kingdom,3.26
545333,22470,HEART OF WICKER LARGE,1,2011-03-01,2.95,Unknown,United Kingdom,2.95
545417,21908,CHOCOLATE THIS WAY METAL SIGN,12,2011-03-02,2.1,15622,United Kingdom,25.2
545429,23003,TRAVEL CARD WALLET VINTAGE ROSE ,2,2011-03-02,0.42,15031,United Kingdom,0.84
C545440,22303,COFFEE MUG APPLES DESIGN,-5,2011-03-02,2.55,16843,United Kingdom,-12.75
545461,22960,JAM MAKING SET WITH JARS,6,2011-03-03,4.25,14388,United Kingdom,25.5
545464,21756,BATH BUILDING BLOCK WORD,3,2011-03-03,11.63,Unknown,United Kingdom,34.89
545467,22697,GREEN REGENCY TEACUP AND SAUCER,6,2011-03-03,2.95,15304,United Kingdom,17.7
545475,22083,PAPER CHAIN KIT RETROSPOT,80,2011-03-03,2.55,12415,Australia,204.0
545530,23126,FELTCRAFT GIRL AMELIE KIT,4,2011-03-03,4.95,17416,United Kingdom,19.8
545530,21927,BLUE/CREAM STRIPE CUSHION COVER ,12,2011-03-03,1.25,17416,United Kingdom,15.0
545587,22614,PACK OF 12 SPACEBOY TISSUES,12,2011-03-04,0.29,14796,United Kingdom,3.48
545595,20666,ECONOMY HOLIDAY PURSE,1,2011-03-04,2.95,14570,United Kingdom,2.95
545657,21790,VINTAGE SNAP CARDS,12,2011-03-04,0.85,14911,EIRE,10.2
545667,21731,RED TOADSTOOL LED NIGHT LIGHT,1,2011-03-04,3.29,Unknown,United Kingdom,3.29
545667,21773,DECORATIVE ROSE BATHROOM BOTTLE,4,2011-03-04,2.46,Unknown,United Kingdom,9.84
545667,22993,SET OF 4 PANTRY JELLY MOULDS,3,2011-03-04,2.46,Unknown,United Kingdom,7.38
545700,22520,CHILDS GARDEN TROWEL BLUE ,33,2011-03-06,0.85,17811,United Kingdom,28.05
545713,21327,SKULLS WRITING SET ,1,2011-03-07,2.46,Unknown,United Kingdom,2.46
545713,22423,REGENCY CAKESTAND 3 TIER,15,2011-03-07,24.96,Unknown,United Kingdom,374.4
545715,21035,SET/2 RED RETROSPOT TEA TOWELS ,1,2011-03-07,6.25,Unknown,United Kingdom,6.25
545719,22797,CHEST OF DRAWERS GINGHAM HEART ,2,2011-03-07,16.95,13344,United Kingdom,33.9
545748,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,144,2011-03-07,1.85,17381,United Kingdom,266.4
545797,84849D,HOT BATHS SOAP HOLDER,2,2011-03-07,1.69,16225,United Kingdom,3.38
545812,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,3,2011-03-07,4.95,14214,United Kingdom,14.85
545842,22630,DOLLY GIRL LUNCH BOX,12,2011-03-07,1.95,15498,United Kingdom,23.4
545872,22822,CREAM WALL PLANTER HEART SHAPED,2,2011-03-07,5.95,15752,United Kingdom,11.9
545895,21900,"KEY FOB , SHED",1,2011-03-07,1.63,Unknown,United Kingdom,1.63
545895,23000,TRAVEL CARD WALLET TRANSPORT,1,2011-03-07,0.83,Unknown,United Kingdom,0.83
545901,22382,LUNCH BAG SPACEBOY DESIGN ,1,2011-03-07,1.65,15834,United Kingdom,1.65
545914,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,2011-03-08,2.55,13340,United Kingdom,81.6
545928,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,6,2011-03-08,2.95,14407,United Kingdom,17.7
545937,22386,JUMBO BAG PINK POLKADOT,20,2011-03-08,1.95,12758,Portugal,39.0
546008,85053,FRENCH ENAMEL CANDLEHOLDER,1,2011-03-08,4.13,Unknown,United Kingdom,4.13
546008,85176,SEWING SUSAN 21 NEEDLE SET,1,2011-03-08,1.63,Unknown,United Kingdom,1.63
546079,20867,PINK ROSE FABRIC MIRROR,11,2011-03-09,1.25,14534,United Kingdom,13.75
546091,22907,PACK OF 20 NAPKINS PANTRY DESIGN,24,2011-03-09,0.85,14936,Channel Islands,20.4
546092,22968,ROSE COTTAGE KEEPSAKE BOX ,2,2011-03-09,9.95,17138,United Kingdom,19.9
546096,22219,LOVEBIRD HANGING DECORATION WHITE ,24,2011-03-09,0.85,15502,United Kingdom,20.4
546105,22991,GIRAFFE WOODEN RULER,1,2011-03-09,1.95,14662,United Kingdom,1.95
546113,21114,LAVENDER SCENTED FABRIC HEART,5,2011-03-09,1.25,14344,United Kingdom,6.25
546133,22634,CHILDS BREAKFAST SET SPACEBOY ,2,2011-03-09,9.95,14291,United Kingdom,19.9
546133,21914,BLUE HARMONICA IN BOX ,12,2011-03-09,1.25,14291,United Kingdom,15.0
546136,21788,KIDS RAIN MAC BLUE,1,2011-03-09,1.63,Unknown,United Kingdom,1.63
546136,21871,SAVE THE PLANET MUG,1,2011-03-09,3.29,Unknown,United Kingdom,3.29
546159,21181,PLEASE ONE PERSON METAL SIGN,12,2011-03-10,2.1,16471,United Kingdom,25.2
546160,22432,WATERING CAN PINK BUNNY,48,2011-03-10,1.65,15838,United Kingdom,79.19999999999999
546172,22722,SET OF 6 SPICE TINS PANTRY DESIGN,4,2011-03-10,3.95,14156,EIRE,15.8
546172,20728,LUNCH BAG CARS BLUE,10,2011-03-10,1.65,14156,EIRE,16.5
546220,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,6,2011-03-10,1.25,16745,United Kingdom,7.5
546235,22431,WATERING CAN BLUE ELEPHANT,1,2011-03-10,1.95,14976,United Kingdom,1.95
546242,22807,SET OF 6 T-LIGHTS TOADSTOOLS,1,2011-03-10,2.95,16743,United Kingdom,2.95
546249,20681,PINK POLKADOT CHILDRENS UMBRELLA,1,2011-03-10,3.25,14606,United Kingdom,3.25
546252,22983,CARD BILLBOARD FONT,12,2011-03-10,0.42,14930,Channel Islands,5.04
546304,84750B,BLACK SMALL GLASS CAKE STAND,1,2011-03-10,1.95,14077,United Kingdom,1.95
546306,21781,MA CAMPAGNE CUTLERY BOX,1,2011-03-10,29.13,Unknown,United Kingdom,29.13
546306,21931,JUMBO STORAGE BAG SUKI,1,2011-03-10,4.13,Unknown,United Kingdom,4.13
546306,22309,TEA COSY RED  STRIPE,1,2011-03-10,4.96,Unknown,United Kingdom,4.96
546306,22378,WALL TIDY RETROSPOT ,1,2011-03-10,4.13,Unknown,United Kingdom,4.13
546321,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-03-11,0.65,16475,United Kingdom,10.4
546365,21671,RED SPOT CERAMIC DRAWER KNOB,12,2011-03-11,1.25,12520,Germany,15.0
546368,22713,CARD I LOVE LONDON ,12,2011-03-11,0.42,Unknown,United Kingdom,5.04
546388,21934,SKULL SHOULDER BAG,5,2011-03-11,3.29,Unknown,United Kingdom,16.45
546391,21448,12 DAISY PEGS IN WOOD BOX,6,2011-03-11,1.65,17800,United Kingdom,9.899999999999999
546417,23008,DOLLY GIRL BABY GIFT SET,2,2011-03-13,16.95,14800,United Kingdom,33.9
546423,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,8,2011-03-13,0.65,14502,United Kingdom,5.2
546435,47599A,PINK PARTY BAGS,6,2011-03-14,2.1,15671,United Kingdom,12.6
546442,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2011-03-14,2.95,15159,United Kingdom,17.7
546465,22228,BUNNY WOODEN PAINTED WITH BIRD ,6,2011-03-14,0.85,14395,United Kingdom,5.1
546510,23179,CLOCK MAGNET MUM'S KITCHEN,6,2011-03-14,2.89,16353,United Kingdom,17.34
546537,22382,LUNCH BAG SPACEBOY DESIGN ,2,2011-03-14,1.65,15005,United Kingdom,3.3
546538,85130D,BEADED CRYSTAL HEART PINK LARGE,12,2011-03-14,1.65,16327,United Kingdom,19.8
546538,22829,SWEETHEART WIRE WALL TIDY,2,2011-03-14,9.95,16327,United Kingdom,19.9
546561,22151,PLACE SETTING WHITE HEART,24,2011-03-15,0.42,18260,United Kingdom,10.08
546624,17003,BROCADE RING PURSE ,36,2011-03-15,0.29,14193,United Kingdom,10.44
546638,23049,RECYCLED ACAPULCO MAT RED,2,2011-03-15,8.25,15106,United Kingdom,16.5
546652,22995,TRAVEL CARD WALLET SUKI,1,2011-03-15,0.83,Unknown,United Kingdom,0.83
546652,DOT,DOTCOM POSTAGE,1,2011-03-15,167.58,Unknown,United Kingdom,167.58
546653,85132a,CHARLIE + LOLA BISCUITS TINS,1,2011-03-15,8.29,Unknown,United Kingdom,8.29
546658,21671,RED SPOT CERAMIC DRAWER KNOB,12,2011-03-15,1.25,15150,United Kingdom,15.0
546670,22249,DECORATION WHITE CHICK MAGIC GARDEN,5,2011-03-15,0.85,13451,United Kingdom,4.25
546670,22246,MAGIC GARDEN FELT GARLAND ,5,2011-03-15,1.95,13451,United Kingdom,9.75
546683,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-03-16,2.55,12868,United Kingdom,15.3
546684,22501,PICNIC BASKET WICKER LARGE,4,2011-03-16,9.95,16152,United Kingdom,39.8
546739,22668,PINK BABY BUNTING,50,2011-03-16,2.55,17511,United Kingdom,127.5
